"Date","Price","Open","High","Low","Vol.","Change %"
"06/02/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/01/2021","0.06","0.06","0.06","0.06","","20.00%"
"05/28/2021","0.05","0.05","0.05","0.05","","-16.67%"
"05/27/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/26/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/25/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/24/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/21/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/20/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/19/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/18/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/17/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/14/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/13/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/12/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/11/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/10/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/07/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/06/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/05/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/04/2021","0.06","0.06","0.06","0.06","","0.00%"
