Modelo,F1 Score,Retorno Total (%),Retorno Medio Diario (%),Volatilidad Diaria (%),Ratio Sharpe,Max Drawdown (%)
Random Forest,0.36344894494300267,-44.44199479522635,-0.25354463988547526,3.5036203243296766,-1.1487821189964211,55.867005090537766
Gradient Boosting,0.3874808792760431,27.01314414556686,0.18597580138286585,3.394407835726429,0.8697464962627929,29.850231503008573
AdaBoost,0.34125636672325976,-48.484137918003675,-0.2935355763040428,3.5021455342472754,-1.3305366009310222,59.65565088137508
XGBoost,0.39008334704497377,-1.0862373907197798,0.056199122382449604,3.5140399557781867,0.2538768544385287,33.665298749198705
Logistic Regression,0.43060631348738165,117.67230456197089,0.4781185781342558,3.4816403013572876,2.1799773878707156,19.971896787869415
Buy & Hold,,41.76165584942857,0.24858828091002955,3.5087654253950267,1.1246738218054986,25.98156319119194
